iter	Logloss	Accuracy
888	0.2185429667	0.9427609428
889	0.2183544244	0.9427609428
890	0.21825226	0.9427609428
891	0.2179956706	0.9444444444
892	0.2179188463	0.9444444444
893	0.2177671463	0.9444444444
894	0.2177111015	0.9444444444
895	0.2176411691	0.9444444444
896	0.2175425193	0.9444444444
897	0.2174569407	0.9444444444
898	0.2173595427	0.9444444444
899	0.2172378837	0.9461279461
900	0.217111262	0.9461279461
901	0.2169997112	0.9461279461
902	0.2167980892	0.9444444444
903	0.2165619157	0.9444444444
904	0.2165289773	0.9444444444
905	0.2163926998	0.9444444444
906	0.2162333941	0.9444444444
907	0.21613252	0.9461279461
908	0.2160410001	0.9461279461
909	0.2159401374	0.9461279461
910	0.2158904998	0.9461279461
911	0.2158201457	0.9461279461
912	0.2157868914	0.9461279461
913	0.215391042	0.9461279461
914	0.2153012647	0.9461279461
915	0.2151749037	0.9461279461
916	0.2149014461	0.9461279461
917	0.2148088215	0.9461279461
918	0.2147626613	0.9461279461
919	0.2145944722	0.9461279461
920	0.2144289299	0.9461279461
921	0.2143502584	0.9461279461
922	0.2141028155	0.9461279461
923	0.2139789519	0.9461279461
924	0.2138880629	0.9444444444
925	0.2137717326	0.9444444444
926	0.2136970911	0.9444444444
927	0.2134119388	0.9444444444
928	0.2132491923	0.9444444444
929	0.2131700704	0.9444444444
930	0.213080599	0.9444444444
931	0.2129977174	0.9444444444
932	0.2127834937	0.9444444444
933	0.2126670282	0.9444444444
934	0.2125741411	0.9444444444
935	0.2124611285	0.9444444444
936	0.212383254	0.9444444444
937	0.2122737421	0.9444444444
938	0.2121463455	0.9461279461
939	0.2120708069	0.9461279461
940	0.2119037232	0.9461279461
941	0.2117446876	0.9461279461
942	0.211557927	0.9461279461
943	0.2114287491	0.9494949495
944	0.2112608622	0.9478114478
945	0.2112197537	0.9461279461
946	0.2111248198	0.9461279461
947	0.2109343253	0.9478114478
948	0.2108890146	0.9461279461
949	0.2108265697	0.9461279461
950	0.2107106048	0.9461279461
951	0.2105473703	0.9461279461
952	0.2105041923	0.9478114478
953	0.2103469854	0.9478114478
954	0.2103186223	0.9478114478
955	0.2102201528	0.9478114478
956	0.2100014419	0.9461279461
957	0.209897793	0.9461279461
958	0.2097870029	0.9461279461
959	0.2096164559	0.9461279461
960	0.209554731	0.9461279461
961	0.2093920362	0.9461279461
962	0.2093050643	0.9461279461
963	0.2090211033	0.9461279461
964	0.2088605322	0.9461279461
965	0.2086817416	0.9461279461
966	0.2085004403	0.9461279461
967	0.2082377779	0.9478114478
968	0.2080646881	0.9478114478
969	0.207937243	0.9478114478
970	0.2077819125	0.9478114478
971	0.2074046225	0.9478114478
972	0.2072459135	0.9478114478
973	0.2071602383	0.9478114478
974	0.2070837729	0.9478114478
975	0.2070057388	0.9478114478
976	0.2068490883	0.9478114478
977	0.2067772164	0.9478114478
978	0.2066818638	0.9478114478
979	0.2066424122	0.9478114478
980	0.2065012352	0.9478114478
981	0.2064133094	0.9478114478
982	0.2063070192	0.9478114478
983	0.2061236218	0.9478114478
984	0.2060191494	0.9478114478
985	0.205849384	0.9478114478
986	0.2057478564	0.9478114478
987	0.2056772615	0.9478114478
988	0.2055143268	0.9478114478
989	0.2054159025	0.9478114478
990	0.2052231432	0.9478114478
991	0.2050626754	0.9478114478
992	0.204928807	0.9478114478
993	0.2048423409	0.9478114478
994	0.2047527215	0.9478114478
995	0.2045362997	0.9478114478
996	0.2043828265	0.9478114478
997	0.2042763378	0.9494949495
998	0.2042230298	0.9494949495
999	0.2041128922	0.9494949495
87	0.930976431
89704	0.9292929293
999	0.2384308646	0.930976431
